,Nom,Né le,Département de naissance,Département de mort,nombre de mandat,age en année,premier dpt,élection locale
2666,Jean Charbonnel,22 avril 1927,Aisne,Paris,5.0,35.14031485284052, Corrèze,False
2667,"Adrien, Jean-Louis Durand",20 avril 1927,Lozère,Lozère,3.0,53.804243668720055, Lozère,True
2668,Charles Pasqua,18 avril 1927,Alpes-Maritimes,Inconnu,1.0,41.20191649555099, Hauts-de-Seine,False
2669,François Gerbaud,10 avril 1927,Indre,Indre,2.0,40.16427104722793, Indre,True
2670,Guy Cabanel,7 avril 1927,Alpes-Maritimes,Inconnu,2.0,45.8590006844627, Isère,False
2671,Roger Souchal,5 avril 1927,Vosges,Inconnu,4.0,31.575633127994525, Meurthe-et-Moselle,False
2672,Maurice Toga,22 mars 1927,Inconnu,Inconnu,1.0,58.874743326488705, Bouches-du-Rhône,False
2673,Jean Cordillot,17 mars 1927,Nièvre,Paris,1.0,28.878850102669404, Yonne,False
2674,Jacques Dominati,11 mars 1927,Inconnu,Inconnu,7.0,39.331964407939765, Paris,False
2675,Raymond Scholer,26 février 1927,Haut-Rhin,Inconnu,1.0,40.766598220396986, Haut-Rhin,True
2676,Olivier de Sarnez,21 février 1927,Seine,Inconnu,1.0,41.35523613963039, Seine-Maritime,False
2677,Pierre Bourson,19 février 1927,Inconnu,Inconnu,2.0,45.960301163586585, Yvelines,False
2678,Marcel Mocoeur,18 février 1927,Haute-Vienne,Haute-Vienne,2.0,53.97125256673511, Haute-Vienne,True
2679,Henri d'Attilio,4 février 1927,Inconnu,Inconnu,3.0,61.19917864476386, Bouches-du-Rhône,False
2680,Maurice Louis-Joseph-Dogué,15 janvier 1927,Martinique,Martinique,2.0,59.05544147843943, Martinique,True
2681,Michel Duval,23 décembre 1926,Côtes,Paris,2.0,40.94455852156057, Puy-de-Dôme,False
2682,"Martial, Louis Taugourdeau",14 décembre 1926,Inconnu,Inconnu,3.0,51.219712525667354, Eure-et-Loir,False
2683,André Durr,7 novembre 1926,Bas-Rhin,Bas-Rhin,5.0,51.64681724845996, Bas-Rhin,True
2684,Roland Coche,4 novembre 1926,Inconnu,Inconnu,1.0,69.18822724161534, Paris,False
2685,Jean Billaud,1er novembre 1926,Allier,Inconnu,1.0,42.04791238877481, Allier,True
2686,Léopold Hélène,16 octobre 1926,Guadeloupe,Paris,2.0,41.7056810403833, Guadeloupe,True
2687,Jean Giard,30 septembre 1926,Seine,Inconnu,1.0,59.34839151266256, Isère,False
2688,Michel Caldaguès,28 septembre 1926,Seine,Paris,1.0,41.75496235455168, Paris,False
2689,"Michel, Paul, Pierre Ghysel",26 septembre 1926,Nord,Nord,2.0,59.35934291581109, Nord,True
2690,Gilbert Noël,26 septembre 1926,Seine,Inconnu,2.0,39.93429158110883, Paris,False
2691,Pierre Lemarchand,25 septembre 1926,Manche,Inconnu,1.0,36.167008898015055, Yonne,False
2692,Maurice Charretier,17 septembre 1926,Gard,Lieu,2.0,51.460643394934976, Vaucluse,False
2693,Henri Belcour,11 septembre 1926,Corrèze,Corrèze,3.0,40.73648186173853, Corrèze,True
2694,Henri Lucas,31 août 1926,Inconnu,Inconnu,3.0,43.841204654346335, Pas-de-Calais,False
2695,Antoine Porcu,29 août 1926,Meurthe,Inconnu,1.0,51.553730321697465, Meurthe-et-Moselle,False
2696,Jacques Limouzy,29 août 1926,Tarn,Inconnu,9.0,40.511978097193705, Tarn,True
2697,Jacques Chaminade,17 août 1926,Corrèze,Corrèze,1.0,51.58658453114305, Corrèze,True
2698,Raymond Lory,17 août 1926,Inconnu,Inconnu,1.0,59.46885694729637, Indre-et-Loire,False
2699,Armand Barniaudy,31 juillet 1926,Hautes-Alpes,Hautes-Alpes,2.0,33.08966461327858, Hautes-Alpes,True
2700,Joseph Nou,22 juillet 1926,Ardennes,Pyrénées-Orientales,2.0,32.3586584531143, Meurthe-et-Moselle,False
2701,"Jacques, Donat, Ernest Dumas-Lairolle",20 juillet 1926,Alpes-Maritimes,Inconnu,1.0,51.26899383983573, Alpes-Maritimes,True
2702,Bernard Pons,18 juillet 1926,Hérault,Inconnu,9.0,40.62696783025325, Lot,False
2703,Guy Ebrard,13 juillet 1926,Basses-Pyrénées,Pyrénées-Atlantiques,3.0,32.38329911019849, Basses-Pyrénées,True
2704,Parfait Jans,7 juillet 1926,Aude,Inconnu,4.0,41.4072553045859, Hauts-de-Seine,False
2705,Pierre Sergent,30 juin 1926,Pyrénées-Orientales,Inconnu,1.0,59.60027378507871, Pyrénées-Orientales,True
2706,Charles Ceccaldi-Raynaud,22 juin 1926,Haute-Corse,Inconnu,1.0,66.62559890485969, Hauts-de-Seine,False
2707,"Roger, Henri, Louis Boisseau",21 juin 1926,Lieu,Inconnu,1.0,29.61533196440794, Seine,False
2708,Henri Baudouin,18 juin 1926,Paris,Inconnu,6.0,35.983572895277206, Manche,False
2709,Hervé Loste,29 mai 1926,Gironde,Inconnu,2.0,35.709787816563995, Wallis-et-Futuna,False
2710,Pierre Bachelet,19 mai 1926,Alpes-Maritimes,Inconnu,4.0,56.780287474332646, Alpes-Maritimes,True
2711,Amédée Imbert,15 mai 1926,Ardèche,Ardèche,1.0,66.72689938398358, Ardèche,True
2712,Rebiha Khebtani,7 mai 1926,Inconnu,Inconnu,1.0,32.40520191649555, Anciens départements d'Algérie,False
2713,"Roland, Eugène Leroy",4 mai 1926,Seine-Inférieure,Hérault,6.0,29.790554414784395, Seine-Maritime,False
2714,Gérard Saumade,3 mai 1926,Hérault,Hérault,2.0,62.275154004106774, Hérault,True
2715,Jeannine Bonvoisin,28 avril 1926,Calvados,Seine-Maritime,1.0,66.77344284736482, Seine-Maritime,False
2716,Paul Cléricy,14 avril 1926,Alpes-Maritimes,Haute-Garonne,1.0,41.637234770705, Alpes-Maritimes,True
2717,"Marcel, Jean, Laurent Bayle",12 avril 1926,Var,Var,2.0,35.97535934291581, Var,True
2718,Lucien Couqueberg,25 mars 1926,Haute-Saône,Inconnu,1.0,55.3347022587269, Territoire-de-Belfort,False
2719,François Mortelette,20 mars 1926,Nord,Inconnu,1.0,54.888432580424364, Loir-et-Cher,False
2720,Alain Le Guen,18 mars 1926,Côtes,Inconnu,2.0,32.70362765229295, Côtes-du-Nord,False
2721,Georges Mesmin,15 mars 1926,Essonne,Inconnu,6.0,46.893908281998634, Paris,False
2722,Marie-Fanny Gournay,6 mars 1926,Nord,Nord,1.0,66.67488021902807, Nord,True
2723,Mohamed Barboucha,5 mars 1926,Paris,Inconnu,1.0,32.577686516084874, Anciens départements d'Algérie,False
2724,Jean-Bernard Raimond,6 février 1926,Seine,Inconnu,2.0,66.6776180698152, Bouches-du-Rhône,False
2725,Valéry Giscard d'Estaing,2 février 1926,Inconnu,Inconnu,11.0,29.960301163586585, Puy-de-Dôme,False
2726,André Martin,1er février 1926,Allier,Paris,1.0,47.09103353867214, Seine-Maritime,False
2727,Léo Grézard,31 janvier 1926,Isère,Yonne,2.0,55.01984941820671, Yonne,False
2728,Bernard Loiseau,24 janvier 1926,Inconnu,Inconnu,1.0,66.12731006160165, Saône-et-Loire,False
2729,"Philippe, Pierre, Jules, Eugène, Charles Vayron",20 janvier 1926,Seine,Inconnu,2.0,30.031485284052017, Seine,True
2730,Jean Allard,18 janvier 1926,Eure,Yvelines,1.0,60.04654346338125, Seine-Maritime,False
2731,Irénée Bourgois,8 janvier 1926,Seine-Inférieure,Seine-Maritime,1.0,51.630390143737166, Seine-Maritime,False
2732,Michel Guyton,3 janvier 1926,Deux-Sèvres,Inconnu,1.0,59.827515400410675, Deux-Sèvres,True
2733,Jean-Claude Dessein,31 décembre 1925,Somme,Somme,3.0,55.1047227926078, Somme,True
2734,Mohamed Laradji,25 décembre 1925,Lieu,Inconnu,1.0,32.930869267624914, Anciens départements d'Algérie,False
2735,Jean-Paul Fuchs,6 décembre 1925,Haut-Rhin,Haut-Rhin,5.0,52.72553045859001, Haut-Rhin,True
2736,André Brunet,28 novembre 1925,Drôme,Rhône,1.0,55.65503080082136, Drôme,True
2737,Pierre Bérégovoy,23 novembre 1925,Seine-Inférieure,Nièvre,3.0,60.199863107460644, Nièvre,False
2738,Jean Rigaud,15 novembre 1925,Drôme,Rhône,5.0,55.23066392881588, Rhône,False
2739,Colette Privat,14 novembre 1925,Seine,Inconnu,2.0,42.050650239561946, Seine-Maritime,False
2740,Jean Riquin,11 novembre 1925,Seine,Cher,1.0,48.82135523613963, Yvelines,False
2741,Michel Inchauspé,5 novembre 1925,Basses-Pyrénées,Pyrénées-Atlantiques,8.0,41.81245722108145, Basses-Pyrénées,True
2742,René Caille,2 novembre 1925,Rhône,Inconnu,5.0,37.78507871321013, Rhône,True
2743,Jean-Louis Beaumont,1er novembre 1925,Seine,Inconnu,2.0,53.14168377823409, Val-de-Marne,False
2744,Pierre Janot,29 octobre 1925,Dordogne,Paris,1.0,42.6694045174538, Dordogne,True
2745,Roland Nungesser,9 octobre 1925,Inconnu,Inconnu,10.0,33.00479123887748, Seine,False
2746,Philippe Malaud,2 octobre 1925,Seine,Paris,3.0,43.383983572895275, Saône-et-Loire,False
2747,André Gravelle,30 septembre 1925,Aube,Aube,1.0,47.34839151266256, Aube,True
2748,Mustapha Chelha,23 septembre 1925,Aisne,Inconnu,1.0,33.94113620807666, Anciens départements d'Algérie,False
2749,Pierre Chantelat,20 septembre 1925,Doubs,Haute-Saône,2.0,52.4517453798768, Haute-Saône,False
2750,Lucien Vaugelade,19 septembre 1925,Creuse,Inconnu,1.0,30.368240930869266, Puy-de-Dôme,False
2751,Gérard Ouedraogo,19 septembre 1925,Burkina,Inconnu,2.0,30.368240930869266, Haute-Volta,False
2752,André Trigano,13 septembre 1925,Inconnu,Inconnu,1.0,67.3949349760438, Ariège,False
2753,André Mirtin,9 septembre 1925,Landes,Landes,2.0,42.78713210130048, Landes,True
2754,Jean Desanlis,5 septembre 1925,Aisne,Inconnu,7.0,46.93223819301848, Loir-et-Cher,False
2755,Alain Peyrefitte,26 août 1925,Aveyron,Paris,10.0,33.045859000684466, Seine-et-Marne,False
2756,Roland Plaisance,31 juillet 1925,Eure,Eure,1.0,30.50513347022587, Eure,True
2757,Pierre Bas,28 juillet 1925,Doubs,Paris,6.0,37.327857631759066, Paris,False
2758,René Hostache,27 juillet 1925,Inconnu,Inconnu,1.0,33.34428473648186, Bouches-du-Rhône,False
2759,Henri Beaujean,19 juillet 1925,Guadeloupe,Inconnu,1.0,60.54757015742642, Guadeloupe,True
2760,Claude Peyret,18 juillet 1925,Vienne,Inconnu,5.0,33.36892539356605, Vienne,True
2761,Aymar Achille-Fould,17 juillet 1925,Hautes-Pyrénées,Paris,5.0,36.903490759753595, Gironde,False
2762,Maurice Brun,2 juillet 1925,Allier,Inconnu,1.0,47.9917864476386, Allier,True
2763,Roger Quilliot,19 juin 1925,Inconnu,Inconnu,1.0,60.629705681040384, Puy-de-Dôme,False
2764,René Couveinhes,16 juin 1925,Hérault,Hérault,4.0,43.39493497604381, Hérault,True
2765,Christian Chauvel,16 juin 1925,Loire-Inférieure,Loire-Atlantique,2.0,42.46406570841889, Loire-Atlantique,False
2766,Claude Estier,8 juin 1925,Seine,Inconnu,2.0,42.32443531827516, Paris,False
2767,Pascal Posado,14 mai 1925,Inconnu,Inconnu,1.0,52.6735112936345, Bouches-du-Rhône,False
2768,Paul Laurent,1er mai 1925,Inconnu,Inconnu,3.0,42.90759753593429, Paris,False
2769,Etienne Lux,30 avril 1925,Bas-Rhin,Inconnu,2.0,30.757015742642025, Bas-Rhin,True
2770,Bernard Jourd'Huy,29 avril 1925,Seine,Paris,1.0,30.759753593429156, Seine,True
2771,Louis Moulinet,17 avril 1925,Allier,Lieu,2.0,56.26830937713895, Paris,False
2772,Maurice Andrieux,17 avril 1925,Inconnu,Inconnu,4.0,42.62833675564682, Pas-de-Calais,False
2773,Julien Schvartz,11 avril 1925,Meuse,Inconnu,5.0,36.602327173169066, Moselle,False
2774,Paul Moreau,7 avril 1925,Nord,Lieu,1.0,55.59753593429158, Nord,True
2775,Roger Evrard,5 avril 1925,Oise,Lieu,1.0,37.5605749486653, Finistère,False
2776,Adrienne Horvath,23 mars 1925,Gard,Inconnu,2.0,52.988364134154686, Gard,True
2777,Louis Darinot,16 mars 1925,Indre,Manche,4.0,47.89048596851472, Manche,False
2778,Roger de Peyrus de Vitton,15 mars 1925,Morbihan,Morbihan,1.0,43.29363449691992, Morbihan,True
2779,Georges Lombard,14 mars 1925,Seine,Finistère,2.0,33.713894592744694, Finistère,False
2780,Paul Vergès,5 mars 1925,La,Inconnu,3.0,30.713210130047912, La Réunion,False
2781,Louis Raymond-Clergue,4 mars 1925,Aude,Aude,1.0,33.659137577002056, Aude,True
2782,Yves Le Coat de Kerveguen,21 février 1925,Seine,Lieu,2.0,33.77138945927447, Seine-et-Oise,False
2783,Georges Bollengier-Stragier,16 février 1925,Nord,Var,1.0,60.96646132785763, Sarthe,False
2784,François Ortoli,16 février 1925,Lieu,Inconnu,1.0,43.34839151266256, Nord,False
2785,Paul Graziani,14 février 1925,Charente,Inconnu,1.0,48.303901437371664, Hauts-de-Seine,False
2786,Pierre Dabezies,9 février 1925,Lieu,Inconnu,1.0,55.43326488706366, Paris,False
2787,Jacques Piot,3 février 1925,Yonne,Paris,2.0,47.92881587953457, Yonne,True
2788,Jacques Lavédrine,1er février 1925,Lieu,Inconnu,4.0,53.16632443531827, Puy-de-Dôme,False
2789,Joseph-Henri Maujoüan du Gasset,24 janvier 1925,Loire-Inférieure,Loire-Atlantique,7.0,42.105407255304584, Loire-Atlantique,False
2790,Vincent Ansquer,11 janvier 1925,Vendée,Inconnu,7.0,36.610540725530456, Vendée,True
2791,Jean Poperen,9 janvier 1925,Paris,Inconnu,5.0,47.42778918548939, Rhône,False
2792,Georges Chavanes,6 janvier 1925,Inconnu,Inconnu,3.0,60.67898699520876, Charente,False
2793,Louis Joanne,18 décembre 1924,Charente-Inférieure,Charente-Maritime,2.0,43.53182751540041, Charente-Maritime,False
2794,Raoul Honnet,11 décembre 1924,Aube,Charente-Maritime,1.0,49.817932922655714, Aube,True
2795,Jacques Moron,28 novembre 1924,Haute-Garonne,Inconnu,1.0,43.58658453114305, Haute-Garonne,True
2796,Gilbert Gantier,28 novembre 1924,Seine,Paris,8.0,50.56536618754278, Paris,False
2797,Lydie Dupuy,25 novembre 1924,Charente-Inférieure,Gers,1.0,56.662559890485966, Gers,False
2798,Jean Seitlinger,16 novembre 1924,Moselle,Moselle,8.0,31.173169062286107, Moselle,True
2799,Pierre Dumas,15 novembre 1924,Savoie,Savoie,72.0,-113.6125941136208, Savoie,True
2800,Pierre Dumas,15 novembre 1924,Ariège,Ariège,72.0,-113.6125941136208, Savoie,False
2801,Pierre Dumas,15 novembre 1924,Haute-Vienne,Haute-Vienne,72.0,-113.6125941136208, Savoie,False
2802,Pierre Dumas,1er août 1891,Savoie,Savoie,72.0,-113.6125941136208, Savoie,True
2803,Pierre Dumas,1er août 1891,Ariège,Ariège,72.0,-113.6125941136208, Savoie,False
2804,Pierre Dumas,1er août 1891,Haute-Vienne,Haute-Vienne,72.0,-113.6125941136208, Savoie,False
2805,Pierre Dumas,24 juin 1750,Savoie,Savoie,72.0,-113.6125941136208, Savoie,True
2806,Pierre Dumas,24 juin 1750,Ariège,Ariège,72.0,-113.6125941136208, Savoie,False
2807,Pierre Dumas,24 juin 1750,Haute-Vienne,Haute-Vienne,72.0,-113.6125941136208, Savoie,False
2808,Pierre Remond,11 novembre 1924,Seine,Paris,1.0,70.6009582477755, Paris,False
2809,Christian Genevard,7 novembre 1924,Basses-Pyrénées,Pyrénées-Atlantiques,1.0,44.09034907597536, Doubs,False
2810,Paul Le Ker,29 octobre 1924,Inconnu,Inconnu,1.0,55.36481861738535, Ille-et-Vilaine,False
2811,François Le Douarec,21 octobre 1924,Inconnu,Inconnu,5.0,38.09445585215606, Ille-et-Vilaine,False
2812,Robert Cazalet,19 octobre 1924,Gironde,Gironde,3.0,61.295003422313485, Gironde,True
2813,Jean Bernard,17 octobre 1924,Meuse,Marne,8.0,38.105407255304584, Marne,False
2814,Jean Bernard,17 octobre 1924,Isère,Isère,8.0,38.105407255304584, Marne,False
2815,Jean Bernard,12 octobre 1912,Meuse,Marne,8.0,38.105407255304584, Marne,False
2816,Jean Bernard,12 octobre 1912,Isère,Isère,8.0,38.105407255304584, Marne,False
2817,Maurice Perche,15 octobre 1924,Yvelines,Inconnu,1.0,31.29637234770705, Eure-et-Loir,False
2818,Jean Houdremont,4 octobre 1924,Seine,Inconnu,1.0,31.811088295687885, Seine,True
2819,Pierre Descaves,1er octobre 1924,Inconnu,Inconnu,1.0,62.06981519507187, Oise,False
2820,Michel Renard,24 septembre 1924,Martinique,Martinique,1.0,61.36344969199179, Martinique,True
2821,Jacques Duhamel,24 septembre 1924,Seine,Paris,4.0,38.168377823408626, Jura,False
2822,Charles Gheerbrant,13 septembre 1924,Inconnu,Inconnu,1.0,68.39425051334702, Pas-de-Calais,False
2823,Georges Fontes,5 septembre 1924,Hérault,Inconnu,1.0,61.74127310061601, Hérault,True
2824,Christiane Papon,3 septembre 1924,Inconnu,Inconnu,2.0,61.908281998631075, Val-de-Marne,False
2825,Guy Chanfrault,3 septembre 1924,Haute-Marne,Haute-Marne,3.0,56.917180013689254, Haute-Marne,True
2826,André Forens,1er septembre 1924,Vendée,Vendée,2.0,49.073237508555785, Vendée,True
2827,Jean Delachenal,17 août 1924,Savoie,Savoie,4.0,34.06981519507187, Savoie,True
2828,André Laurent,23 juillet 1924,Nord,Nord,3.0,48.53661875427789, Nord,True
2829,Jean Moulin,17 juillet 1924,Ardèche,Inconnu,12.0,-109.1772758384668, Ardèche,True
2830,Jean Moulin,17 juillet 1924,Inconnu,Inconnu,12.0,-109.1772758384668, Ardèche,False
2831,Jean Moulin,22 août 1772,Ardèche,Inconnu,12.0,-109.1772758384668, Ardèche,True
2832,Jean Moulin,22 août 1772,Inconnu,Inconnu,12.0,-109.1772758384668, Ardèche,False
2833,Michel d'Ornano,12 juillet 1924,Seine,Inconnu,7.0,42.23682409308692, Calvados,False
2834,Jacqueline Chonavel,7 juillet 1924,Seine,Inconnu,3.0,43.9233401779603, Seine-St-Denis,False
2835,Arthur Moulin,4 juillet 1924,Nord,Inconnu,3.0,34.64750171115674, Nord,True
2836,Hamadoun Dicko,1er juillet 1924,Inconnu,Inconnu,3.0,27.44147843942505, Soudan,False
2837,Pierre Régis,23 juin 1924,Yvelines,Inconnu,1.0,52.388774811772755, Yvelines,True
2838,Pierre Charles,21 juin 1924,Seine,Inconnu,36.0,-76.15879534565366, Côte-d'Or,False
2839,Pierre Charles,21 juin 1924,Loire-Inférieure,Loire-Atlantique,36.0,-76.15879534565366, Côte-d'Or,False
2840,Pierre Charles,21 juin 1924,Deux-Sèvres,Deux-Sèvres,36.0,-76.15879534565366, Côte-d'Or,False
2841,Pierre Charles,16 juillet 1890,Seine,Inconnu,36.0,-76.15879534565366, Côte-d'Or,False
2842,Pierre Charles,16 juillet 1890,Loire-Inférieure,Loire-Atlantique,36.0,-76.15879534565366, Côte-d'Or,False
2843,Pierre Charles,16 juillet 1890,Deux-Sèvres,Deux-Sèvres,36.0,-76.15879534565366, Côte-d'Or,False
2844,Pierre Charles,30 avril 1804,Seine,Inconnu,36.0,-76.15879534565366, Côte-d'Or,False
2845,Pierre Charles,30 avril 1804,Loire-Inférieure,Loire-Atlantique,36.0,-76.15879534565366, Côte-d'Or,False
2846,Pierre Charles,30 avril 1804,Deux-Sèvres,Deux-Sèvres,36.0,-76.15879534565366, Côte-d'Or,False
2847,Pierre Weisenhorn,21 juin 1924,Haut-Rhin,Haut-Rhin,4.0,48.62422997946612, Haut-Rhin,True
2848,Jean-Marie Commenay,18 juin 1924,Landes,Gironde,5.0,34.450376454483234, Landes,True
2849,"Georges, Mahaman Condat",16 juin 1924,Inconnu,Inconnu,4.0,24.54483230663929, Niger,False
2850,Maurice Drouet,14 juin 1924,Inconnu,Inconnu,2.0,51.66598220396988, Ille-et-Vilaine,False
2851,Pierre Garmendia,9 juin 1924,Gironde,Gironde,5.0,56.23271731690623, Gironde,True
2852,Jean Bonhomme,8 juin 1924,Inconnu,Inconnu,4.0,44.25462012320329, Tarn-et-Garonne,False
2853,Claude Fuzier,2 juin 1924,Seine,Inconnu,1.0,64.47638603696099, Seine-St-Denis,False
2854,Hachemi Boudjedir,31 mai 1924,Inconnu,Inconnu,1.0,34.49965776865161, Anciens départements d'Algérie,False
2855,"Maurice, Jean Fraudeau",25 mai 1924,Seine,Essonne,1.0,45.07871321013005, Essonne,False
2856,André Delelis,23 mai 1924,Inconnu,Inconnu,5.0,43.52908966461328, Pas-de-Calais,False
2857,Lucien Neuwirth,18 mai 1924,Loire,Paris,6.0,34.535249828884325, Loire,True
2858,Louis Baillot,11 mai 1924,Seine,Paris,2.0,43.07460643394935, Paris,False
2859,Franz Duboscq,6 mai 1924,Basses-Pyrénées,Pyrénées-Atlantiques,1.0,44.18891170431211, Pyrénées-Atlantiques,False
2860,Guy Desessart,2 mai 1924,Oise,Lieu,1.0,64.33401779603011, Oise,True
2861,Charles Paccou,1er mai 1924,Nord,Nord,3.0,59.860369609856264, Nord,True
2862,Georges Klein,26 avril 1924,Inconnu,Inconnu,1.0,53.85352498288843, Bas-Rhin,False
2863,Jean Miriot,16 avril 1924,Ain,Inconnu,1.0,34.62286105407255, Rhône,False
2864,André Soury,14 avril 1924,Charente,Charente,3.0,31.800136892539356, Charente,True
2865,Raymond Barre,12 avril 1924,La,Paris,6.0,53.24572210814511, Rhône,False
2866,Jacques Becq,5 avril 1924,Somme,Somme,2.0,56.76386036960986, Somme,True
2867,Jean Peuziat,1er avril 1924,Finistère,Finistère,2.0,57.09514031485284, Finistère,True
2868,Michel Manet,24 mars 1924,Dordogne,Dordogne,1.0,53.94387405886379, Dordogne,True
2869,André Chazalon,18 mars 1924,Loire,Inconnu,5.0,38.68856947296372, Loire,True
2870,Makhlouf Gahlam,13 mars 1924,Paris,Inconnu,1.0,34.71594798083505, Anciens départements d'Algérie,False
2871,Henri Louet,29 février 1924,Indre,Inconnu,1.0,61.93292265571527, Indre,True
2872,Frédéric Jalton,21 février 1924,Guadeloupe,Guadeloupe,5.0,48.955509924709105, Guadeloupe,True
2873,"Jean, Charles, Antoine Chabrol",19 février 1924,Allier,Allier,1.0,50.548939082819984, Allier,True
2874,Jean-Jacques Servan-Schreiber,13 février 1924,Seine,Seine-Maritime,2.0,46.3709787816564, Meurthe-et-Moselle,False
2875,Léon Aimé,9 février 1924,Vendée,Inconnu,1.0,68.4271047227926, Vendée,True
2876,André Vuillien,9 février 1924,Moselle,Haute-Saône,1.0,31.41409993155373, Saône-et-Loire,False
2877,Raymond Tourrain,4 février 1924,Doubs,Doubs,1.0,53.960301163586585, Doubs,True
2878,Robert Vizet,30 janvier 1924,Essonne,Inconnu,3.0,43.841204654346335, Essonne,True
2879,Claude Wolff,24 janvier 1924,Bas-Rhin,Inconnu,2.0,57.040383299110196, Puy-de-Dôme,False
2880,Claude Coulais,23 janvier 1924,Vendée,Inconnu,2.0,49.034907597535934, Meurthe-et-Moselle,False
2881,Yves Lancien,18 janvier 1924,Finistère,Inconnu,2.0,54.16563997262149, Paris,False
2882,Joseph Franceschi,15 janvier 1924,Paris,Inconnu,4.0,49.05681040383299, Val-de-Marne,False
2883,Roland Florian,9 janvier 1924,Oise,Inconnu,3.0,53.503080082135526, Oise,True
2884,Georges Carpentier,3 janvier 1924,Hérault,Loire-Atlantique,3.0,43.75633127994524, Loire-Atlantique,False
2885,Raoul Béteille,1er janvier 1924,Gard,Gard,1.0,69.09514031485284, Seine-St-Denis,False
2886,Michel d'Aillières,17 décembre 1923,Seine,Sarthe,5.0,34.93497604380561, Sarthe,False
2887,Francis Hardy,14 décembre 1923,Charente,Inconnu,3.0,49.14442162902122, Charente,True
2888,Hubert Dupont-Fauville,3 décembre 1923,Inconnu,Inconnu,1.0,45.30321697467488, Pas-de-Calais,False
