,Département de naissance,Département de mort,Nom
0,Inconnu,Inconnu,Jean-Pierre Le Coadic
0,Lieu,Inconnu,Marcel Cabiddu
0,Ardennes,Inconnu,Gérard Cornu
0,Inconnu,Inconnu,Alain Ferry
0,Guyane,Inconnu,Christiane Taubira-Delannon
0,Inconnu,Inconnu,Jacky Jaulneau
0,Inconnu,Inconnu,Dolores Roqué
0,Hérault,Inconnu,Marie-Arlette Carlotti
0,Polynésie,Inconnu,Édouard Fritch
0,Haut-Rhin,Inconnu,Jean-Luc Reitzer
0,Ain,Inconnu,Cécile Untermaier
0,Meurthe,Inconnu,Yanick Paternotte
0,Somme,Inconnu,Antoine Pouillieute
0,Creuse,Inconnu,Nicole Dubré-Chirat
0,Moselle,Inconnu,Robert Spieler
0,Inconnu,Inconnu,Philippe Houillon
0,Haute-Saône,Inconnu,Jean-Pierre Bouquet
0,Guadeloupe,Inconnu,Daniel Marsin
0,Inconnu,Inconnu,Roland Muzeau
0,Meuse,Inconnu,Anny Poursinoff
0,Haute-Garonne,Inconnu,Serge Didier
0,Isère,Lieu,Nathalie Gautier
0,Inconnu,Inconnu,Henri Jibrayel
0,Aube,Inconnu,Alain Suguenot
0,Allier,Inconnu,Yves Simon
0,Tarn,Inconnu,Jacques Valax
0,Guadeloupe,Inconnu,Victorin Lurel
0,Inconnu,Inconnu,Jean-Luc Mélenchon
0,Inconnu,Inconnu,Jean-Christophe Cambadélis
0,Tarn,Inconnu,Jacques Moignard
0,Inconnu,Inconnu,Axel Poniatowski
0,Inconnu,Inconnu,Claude Bartolone
0,Côtes,Inconnu,Anne-Marie Idrac
0,Gironde,Inconnu,Marie-Hélène Fabre
0,Drôme,Inconnu,Thierry Cornillet
0,Inconnu,Inconnu,Marie-Noëlle Lienemann
0,Seine,Inconnu,Danièle Hoffman-Rispal
0,Inconnu,Inconnu,Jean-Marc Roubaud
0,Seine,Inconnu,Patrick Labaune
0,Eure,Inconnu,Paul Dhaille
0,Marne,Inconnu,Frantz Taittinger
0,Charente,Inconnu,Jean-Claude Viollet
0,Savoie,Inconnu,Dominique Nachury
0,Inconnu,Inconnu,Olivier Dassault
0,Basses-Pyrénées,Inconnu,François Bayrou
0,Guyane,Inconnu,Léon Bertrand
0,Moselle,Inconnu,Céleste Lett
0,Inconnu,Inconnu,Pierre Lellouche
0,Moselle,Inconnu,Marie-Jo Zimmermann
0,Loire-Inférieure,Inconnu,Philippe Boënnec
0,Seine,Inconnu,Françoise Briand
0,Côtes,Inconnu,Hervé Pellois
0,Seine,Inconnu,Jean-Louis Borloo
0,Seine,Inconnu,Marielle De Sarnez
0,Landes,Inconnu,Alain Vidalies
0,Bas-Rhin,Inconnu,Yves Bur
0,Haute-Vienne,Inconnu,Monique Boulestin
0,Orne,Inconnu,Francis Saint-Ellier
0,Calvados,Inconnu,Brigitte Le Brethon
0,Inconnu,Inconnu,Michel Herbillon
0,Gironde,Inconnu,Jean-Louis Destans
0,Seine-Inférieure,Inconnu,Bernard Leroy
0,Loire,Inconnu,Alain Rousset
0,Inconnu,Inconnu,Joëlle Ceccaldi-Raynaud
0,Nord,Inconnu,Christine Marin
0,Loire,Inconnu,Jean-Sébastien Vialatte
0,Inconnu,Inconnu,"Patrice, Olivier, Paul Debray"
0,Haut-Rhin,Inconnu,Jean-Louis Christ
0,Gard,Inconnu,Damien Alary
0,Bas-Rhin,Inconnu,Catherine Trautmann
0,Gironde,Inconnu,Philippe Plisson
0,Isère,Inconnu,Michel Barnier
0,Somme,Inconnu,Alain Gest
0,Tarn,Inconnu,Thierry Carcenac
0,Moselle,Bas-Rhin,Armand Jung
0,Seine,Inconnu,Patrick Braouezec
0,Somme,Inconnu,Francis Hammel
0,Inconnu,Inconnu,Gisèle Stièvenard
0,Inconnu,Inconnu,Guy Drut
0,Yonne,Inconnu,Marie-Louise Fort
0,Guadeloupe,Inconnu,Jeanny Marc
0,Inconnu,Inconnu,Gérard Sebaoun
0,Hérault,Inconnu,Jean-Pierre Grand
0,Nouvelle-Calédonie,Inconnu,Pierre Frogier
0,Seine,Inconnu,Dominique Le Sourd
0,Indre,Inconnu,Bernard Pousset
0,Loire-Inférieure,Inconnu,Franck Gilard
0,Seine,Inconnu,Christian Dupuy
0,Loire-Inférieure,Inconnu,Marie-Odile Bouillé
0,Inconnu,Inconnu,Jean-Marie Rolland
0,Inconnu,Inconnu,Jean-Yves Le Bouillonnec
0,Etablissements,Inconnu,Michel Buillard
0,Allier,Inconnu,Didier Boulaud
0,Vienne,Inconnu,Jean-Pierre Abelin
0,La,Inconnu,Jean-Luc Poudroux
0,La,Inconnu,Huguette Bello
0,Seine,Inconnu,Martine Aubry
0,Isère,Inconnu,Jean-François Michel
0,Ariège,Inconnu,Émilienne Poumirol
0,Seine,Inconnu,Robert Lecou
0,Doubs,Inconnu,Jean-Louis Leonard
0,Pyrénées-Orientales,Inconnu,Robert Olive
0,Seine-Inférieure,Inconnu,Alfred Trassy-Paillogues
0,Landes,Inconnu,Robert Cabé
0,Inconnu,Inconnu,André Chassaigne
0,Bas-Rhin,Inconnu,Jean-Marie Bockel
0,Nord,Inconnu,Geneviève Colot
0,Inconnu,Inconnu,Franck Thomas-Richard
0,Haute-Garonne,Inconnu,Jean-Pierre Bastiani
0,Inconnu,Inconnu,Avi Assouly
0,Inconnu,Inconnu,Yves Vandewalle
0,Inconnu,Inconnu,Daphna Poznanski-Benhamou
0,Somme,Inconnu,François-Xavier Villain
0,Orne,Inconnu,Joaquim Pueyo
0,Aisne,Inconnu,Jean-Pierre Balligand
0,Inconnu,Inconnu,Bertrand Delanoe
0,Landes,Inconnu,Marie-Hélène des Esgaulx
0,Inconnu,Inconnu,Jacques Delhy
0,Inconnu,Inconnu,Jean-Pierre Pont
0,Inconnu,Inconnu,Jean-Pierre Pont
0,Haute-Garonne,Inconnu,Jean-Louis Idiart
0,Inconnu,Inconnu,Michel Fanget
0,Inconnu,Inconnu,Dominique Raimbourg
0,Lozère,Inconnu,Yves Rome
0,Haut-Rhin,Inconnu,Marc Dumoulin
0,Inconnu,Inconnu,Pierre Cohen
0,Inconnu,Inconnu,Bernadette Païx Née Abribat
0,Martinique,Inconnu,Josette Manin
0,Seine,Marne,Jean-Claude Thomas
0,Bas-Rhin,Inconnu,Claude Malhuret
0,Nord,Inconnu,Patrick Leroy
0,Creuse,Inconnu,Anne-Marie Couderc
0,Essonne,Inconnu,Jean-Claude Mignon
0,Aisne,Inconnu,Daniel Gard
0,Marne,Inconnu,Philippe Feneuil
0,Inconnu,Inconnu,Jean-Marc Ayrault
0,Inconnu,Inconnu,Bruno Gollnisch
0,Nord,Inconnu,Olivier Marlière
0,Inconnu,Inconnu,Josiane Boyce Née Pontieux
0,Aisne,Inconnu,Jean-Luc Perat
0,Guadeloupe,Inconnu,Joël Beaugendre
0,Meurthe,Inconnu,Serge Blisko
0,Vienne,Inconnu,Jean-Yves Autexier
0,Inconnu,Inconnu,Jeanny Lorgeoux
0,Indre,Paris,Jean-Yves Gateaud
0,Etablissements,Inconnu,Kamilo Gata
0,Indre,Inconnu,Jean-Paul Chanteguet
0,Inconnu,Inconnu,Pierre Lequiller
0,Inconnu,Inconnu,Jean-Pierre Blazy
0,Morbihan,Inconnu,Jacques Le Nay
0,Bas-Rhin,Inconnu,Frédéric Reiss
0,Inconnu,Inconnu,Yvon Robert
0,Inconnu,Inconnu,Joël Regnault
0,Inconnu,Inconnu,Claire O'Petit
0,Doubs,Inconnu,Paulette Guinchard-Kuntzler
0,Corrèze,Inconnu,Roland Beix
0,Isère,Inconnu,Bernard Lesterlin
0,Oise,Vienne,Philippe Decaudin
0,Inconnu,Inconnu,Jean-Marie Tétart
0,Var,Inconnu,Pierre Cardo
0,Aude,Inconnu,Daniel Arata
0,Inconnu,Inconnu,Michel Delpon
0,Inconnu,Inconnu,Gérard Freulet
0,Nièvre,Inconnu,Daniel Vaillant
0,Inconnu,Inconnu,Dominique Gillot
0,Hautes-Alpes,Inconnu,Henriette Martinez
0,Aude,Inconnu,Jean-François Calvo
0,Inconnu,Inconnu,Michel Pajon
0,Loire-Inférieure,Inconnu,Claude Evin
0,Finistère,Inconnu,"Marcelle, Mauricette Ramonet Née Chitre"
0,Loire,Inconnu,Paul Salen
0,Var,Inconnu,Yann Piat
0,Côtes,Inconnu,Maurice Briand
0,Gard,Inconnu,Jean-Marie Cambacérès
0,Inconnu,Inconnu,Françoise Vallet Née Jouanne
0,Gironde,Inconnu,Alain David
0,Jura,Inconnu,Gérard Gaudron
0,Seine,Inconnu,Guy Geoffroy
0,Var,Inconnu,Robert Gaia
0,Cantal,Inconnu,Jean-Yves Hugon
0,Vosges,Inconnu,Jean-François Hory
0,Vosges,Inconnu,Christian Franqueville
0,Inconnu,Inconnu,Jean Glavany
0,Inconnu,Inconnu,Jacqueline Maquet
0,Inconnu,Inconnu,Marie-George Buffet
0,Marne,Inconnu,Philippe Armand Martin
0,Inconnu,Inconnu,Dominique Strauss-Kahn
0,Seine,Inconnu,Catherine Genisson
0,Essonne,Inconnu,François-Michel Gonnot
0,Cantal,Vaucluse,"Jean, Claude Dufour"
0,Seine,Inconnu,Bruno Megret
0,Morbihan,Inconnu,Hélène Tanguy
0,Vendée,Inconnu,Philippe de Villiers
0,Inconnu,Inconnu,Jean-Paul Bacquet
0,Haute-Vienne,Inconnu,Alain Marsaud
0,Inconnu,Inconnu,Michel Hannoun
0,Seine,Inconnu,Hervé Novelli
0,Finistère,Inconnu,Gilbert Le Bris
0,Manche,Inconnu,Jean-Yves Cousin
0,Isère,Inconnu,Alain Carignon
0,Haute-Loire,Inconnu,Jean-Pierre Marcon
0,Inconnu,Inconnu,Jean Urbaniak
0,Inconnu,Inconnu,Richard Dell'Agnola
0,Inconnu,Inconnu,Gilbert Mitterrand
0,Inconnu,Inconnu,Jean Michel
0,Inconnu,Inconnu,Arnaud Cazin d'Honincthun
0,Inconnu,Inconnu,Marc Fraysse
0,Inconnu,Inconnu,Jérôme Bignon
0,Gironde,Inconnu,Noël Mamère
0,Inconnu,Inconnu,Francis Chouat
0,Inconnu,Inconnu,Lucette Lousteau
0,Doubs,Inconnu,Gérard Kuster
0,Inconnu,Inconnu,Michel Terrot
0,Moselle,Inconnu,Françoise de Panafieu
0,Vaucluse,Inconnu,Gilda Hobert
0,Meurthe,Inconnu,René Mangin
0,Ardèche,Inconnu,Gérard Weber
0,Inconnu,Inconnu,Grégoire Carneiro
0,Vosges,Inconnu,Michel Dinet
0,Doubs,Inconnu,Richard Mallié
0,Etablissements,Inconnu,Alexandre Léontieff
0,Guadeloupe,Inconnu,George Pau-Langevin
0,Inconnu,Inconnu,Joëlle Huillier
0,Inconnu,Inconnu,Christian Philip
0,Finistère,Inconnu,Jacqueline Lazard
0,Gironde,Inconnu,Martine Faure
0,Hérault,Inconnu,Marcel Roques
0,Seine,Inconnu,Pierre Zarka
0,Seine,Inconnu,Chantal Brunel
0,Inconnu,Inconnu,Jean-Pierre Bequet
0,Nouvelle-Calédonie,Inconnu,Sonia Lagarde
0,Seine,Inconnu,Gilles Carrez
0,Vienne,Inconnu,Alain Claeys
0,Seine,Inconnu,Pierre Gosnat
0,Inconnu,Inconnu,Patrick Balkany
0,Haute-Garonne,Inconnu,Robert Loïdi
0,Inconnu,Inconnu,Chantal Robin-Rodrigo
0,Gironde,Inconnu,Daniel Garrigue
0,Loire-Inférieure,Inconnu,Philippe Tourtelier
0,Inconnu,Inconnu,Christian Daniel
0,Inconnu,Inconnu,Michel Gonelle
0,Corrèze,Inconnu,Alain Bureau
0,Loire-Inférieure,Inconnu,Dominique Pervenche
0,Inconnu,Inconnu,Jean Leonetti
0,Inconnu,Inconnu,Claude Demassieux
0,Haut-Rhin,Inconnu,Jean-Pierre Baeumler
0,Paris,Inconnu,Yvan Blot
0,Nord,Inconnu,Philippe Kemel
0,Basses-Pyrénées,Inconnu,Françoise Charpentier
0,Vosges,Inconnu,Philippe Legras
0,Seine-Inférieure,Inconnu,Daniel Fidelin
0,Finistère,Inconnu,Alain Le Vern
0,Nord,Inconnu,"Odette, Eugénie, Germaine Duriez Née Gamelin"
0,Loire-Inférieure,Inconnu,Marie-Françoise Clergeau
0,Seine,Inconnu,Jean-Paul Planchou
0,Inconnu,Inconnu,Jean-Marc Chartoire
0,Lot,Inconnu,Bernard Charles
0,Finistère,Inconnu,Yvon Abiven
0,Aisne,Inconnu,Jacques Krabal
0,Inconnu,Inconnu,Georges Mothron
0,Haute-Saône,Inconnu,Jean-Paul Mariot
0,Haute-Loire,Inconnu,Jean-Pierre Philibert
0,Inconnu,Inconnu,Lucien Brenot
0,Inconnu,Inconnu,Martine Carrillon-Couvreur
0,Seine,Inconnu,Richard Cazenave
0,Charente,Inconnu,Catherine Quéré
0,Meurthe,Inconnu,Gérard Cherpion
0,Seine-Inférieure,Inconnu,Jean-Michel Boucheron
0,Oise,Inconnu,Jean-François Mancel
0,Haute-Savoie,Rhône,Bernard Bosson
0,Inconnu,Inconnu,Geneviève Levy
0,Seine,Inconnu,Jean-Gilles Berthommier
0,Nord,Inconnu,Emmanuel Dewees
0,Seine,Inconnu,Patrick Jeanne
0,Isère,Inconnu,Jean Gatel
0,Orne,Inconnu,Jean-Pierre Brard
0,Dordogne,Inconnu,Jean-Pierre Cubertafon
0,Loire-Inférieure,Inconnu,Jean-Pierre Le Ridant
0,Inconnu,Inconnu,Gilbert Collard
0,Haute-Savoie,Haute-Savoie,Marc Francina
0,Meuse,Inconnu,Gérard Terrier
0,Vosges,Inconnu,Claude Jacquot
0,Meurthe,Inconnu,Robert Malgras
0,Inconnu,Inconnu,Jacques Briat
0,Nord,Inconnu,Bernard Carton
0,Basses-Pyrénées,Inconnu,Jean Espilondo
0,Lot,Inconnu,Michel Roumegoux
0,Oise,Inconnu,Marcel Rogemont
0,Inconnu,Inconnu,Alain Tourret
0,Var,Inconnu,Josette Pons
0,Sarthe,Inconnu,Françoise Dubois
0,Isère,Inconnu,Patrice Martin-Lalande
0,Nord,Inconnu,Alain Poyart
0,Nord,Nord,Alain Cacheux
0,Loire-Inférieure,Inconnu,Serge Bardy
0,Doubs,Inconnu,Michel Raison
0,Inconnu,Inconnu,Maxime Bono
0,Inconnu,Inconnu,Serge Poignant
0,Martinique,Inconnu,André Lesueur
0,Deux-Sèvres,Inconnu,Jean-Michel Marchand
0,Meurthe,Inconnu,François Dosé
0,Inconnu,Inconnu,Vincent Burroni
0,Cher,Inconnu,Michel Cartaud
0,Hérault,Inconnu,François Liberti
0,Inconnu,Inconnu,Françoise Imbert
0,Gironde,Inconnu,Martine Daugreilh
0,Deux-Sèvres,Inconnu,Jean-Marie Morisset
0,Inconnu,Inconnu,Jacques Myard
0,Seine-Inférieure,Inconnu,Dominique Gambier
0,Basses-Pyrénées,Inconnu,Marcel Porcher
0,Morbihan,Inconnu,François Roussel
0,Gironde,Inconnu,Jean-François Régère
0,Tarn,Inconnu,Jacqueline Alquier
0,Bas-Rhin,Inconnu,Harry Lapp
0,Inconnu,Inconnu,Christian Demuynck
0,Isère,Inconnu,Michèle Bonneton
0,Inconnu,Inconnu,Nicolas About
0,Nord,Inconnu,Christian Vanneste
0,Essonne,Inconnu,Guy Delcourt
0,Vaucluse,Inconnu,Anne-Marie Comparini
0,Vaucluse,Inconnu,Paul Durieu
0,Inconnu,Inconnu,Audrey Marie
0,Jura,Inconnu,Danielle Brulebois
0,Morbihan,Inconnu,Jean-Yves Le Drian
0,Inconnu,Inconnu,Jean-Pierre Pernot
0,Inconnu,Inconnu,François Huwart
0,Inconnu,Inconnu,Gérard Collomb
0,Inconnu,Inconnu,Philippe Duron
0,Inconnu,Inconnu,Jean-Claude Robert
0,Inconnu,Inconnu,Jean-Claude Buisine
0,Moselle,Inconnu,Pierre Lang
0,Tarn,Inconnu,Serge Roques
0,Charente,Vienne,Nicole Bricq
0,La,Inconnu,Jean-Claude Fruteau
0,Oise,Gard,Alain Danilet
0,Bas-Rhin,Inconnu,Emile Blessig
0,Deux-Sèvres,Inconnu,Jean Grellier
0,Nord,Inconnu,Jean-Marie Leduc
0,Nord,Inconnu,Yves Verwaerde
0,Var,Inconnu,Hubert Falco
0,Deux-Sèvres,Inconnu,Geneviève Gaillard
0,Sarthe,Inconnu,Jean-Marie Geveaux
0,Loire,Inconnu,Jean-François Chossy
0,Alpes-Maritimes,Inconnu,Pierre-André Périssol
0,Manche,Finistère,André Angot
0,Côtes,Inconnu,Marylise Lebranchu
0,Seine,Inconnu,Dominique Baudis
0,Manche,Inconnu,Alain Cousin
0,Ardennes,Inconnu,Jean-Paul Bachy
0,Inconnu,Inconnu,Xavier Dugoin
0,Moselle,Inconnu,Jean-Louis Masson
0,Seine-Inférieure,Inconnu,Denis Merville
0,Inconnu,Inconnu,Raymond-Max Aubert
0,Vienne,Inconnu,Guy Monjalon
0,Inconnu,Inconnu,Michel Mercier
0,Côtes,Inconnu,Jean Gaubert
0,Seine,Finistère,Odette Grzegrzulka
0,Inconnu,Inconnu,Bernard Seux
0,Inconnu,Inconnu,Jean-Pierre Sueur
0,Seine,Inconnu,Jacqueline Fraysse
0,Seine,Inconnu,Brigitte Douay
0,Calvados,Inconnu,Jean-Marc Lefranc
0,Seine,Inconnu,Alain Barrau
0,Inconnu,Inconnu,Philippe Sanmarco
0,Haut-Rhin,Inconnu,Michel Habig
0,Cantal,Inconnu,Roland Chassain
0,Inconnu,Inconnu,Jacques Dellerie
0,Inconnu,Inconnu,Jean-Paul Delevoye
0,Haute-Corse,Inconnu,Sauveur Gandolfi-Scheit
0,Aude,Inconnu,Danièle Hérin
0,Inconnu,Inconnu,Jean-Pierre Giran
0,Inconnu,Inconnu,Michèle Delaunay
0,Bas-Rhin,Inconnu,André Schneider
0,Nièvre,Inconnu,Roselyne Bachelot-Narquin
0,Doubs,Inconnu,Jean-Louis Fousseret
0,Charente-Inférieure,Inconnu,Didier Quentin
0,Inconnu,Inconnu,Monique Collange
0,Charente,Inconnu,Jean-Michel Boucheron
0,Seine,Inconnu,Pierre Léautey
0,Seine,Inconnu,Henri de Richemont
0,Inconnu,Inconnu,André Flajolet
0,Haute-Garonne,Inconnu,Yvette Benayoun-Nakache
0,Vaucluse,Inconnu,Yves Vidal
0,Moselle,Inconnu,Michel Vergnier
0,Haute-Garonne,Inconnu,Jean-Michel Baylet
0,Inconnu,Inconnu,Ghislain Bray
0,Inconnu,Inconnu,Ladislas Poniatowski
0,Inconnu,Inconnu,Robert Hue
0,Inconnu,Inconnu,Jean-Jacques Guillet
0,Manche,Inconnu,Jean Lemière
0,Inconnu,Inconnu,Daniel Vachez
0,Sarthe,Inconnu,Daniel Boulay
0,Inconnu,Inconnu,"Fabien, Joseph Limonta"
0,Seine,Inconnu,Guy Bailliart
0,Inconnu,Inconnu,Jean-Jacques de Peretti
0,Nord,Nord,Pierre Ceyrac
0,Gironde,Inconnu,Raymond Couderc
0,Somme,Inconnu,Francis Delattre
0,Inconnu,Inconnu,Michèle Alliot-Marie
0,Haut-Rhin,Inconnu,Francis Hillmeyer
0,Nord,Inconnu,Marcel Dehoux
0,Nord,Inconnu,Michel Destot
0,Inconnu,Inconnu,Yves Deniaud
0,Inconnu,Inconnu,Alain Venot
0,Inconnu,Inconnu,Paulette Nevoux
0,Sarthe,Inconnu,Michel Lejeune
0,Inconnu,Inconnu,Annette Peulvast-Bergeal
0,Seine,Inconnu,Laurent Fabius
0,Côtes,Loire-Atlantique,Pierre-Yvon Trémel
0,Inconnu,Inconnu,Élisabeth Guigou
0,Inconnu,Inconnu,Jean-Pierre Calvel
0,Vaucluse,Inconnu,Michèle Fournier-Armand
0,Inconnu,Inconnu,André Lebrun
0,Inconnu,Inconnu,Christian Kert
0,Nord,Inconnu,Régis Fauchoit
0,Inconnu,Inconnu,Alain Fort
0,Guyane,Inconnu,Paulin Bruné
0,Inconnu,Inconnu,Jean-Paul Anciaux
0,Doubs,Inconnu,Jean-Marie Binetruy
0,Inconnu,Inconnu,Jean-Louis Bourlanges
0,Seine,Paris,Jacques Heuclin
0,Charente-Inférieure,Inconnu,Dominique Souchet
0,Vendée,Inconnu,Joël Sarlot
0,Ain,Inconnu,Jean-Paul Bret
0,Lot,Corrèze,Marie-Claude Malaval
0,Haute-Vienne,Inconnu,Daniel Boisserie
0,Seine,Inconnu,Marc Vampa
0,Mayenne,Inconnu,Yves Durand
0,Hérault,Paris,Paul-Henri Cugnenc
0,Inconnu,Inconnu,Alain Léger
0,Doubs,Inconnu,Marcel Bonnot
0,Inconnu,Inconnu,Michel Lefait
0,Vendée,Inconnu,Dominique Caillaud
0,Inconnu,Inconnu,Pierre Lasbordes
0,Nord,Inconnu,Christian Bataille
0,Seine,Inconnu,Michel Suchod
0,Nord,Inconnu,Alain Bocquet
0,Seine,Essonne,Jean Marsaudon
0,Creuse,Inconnu,Jean Auclair
0,Nord,Inconnu,Michel Delebarre
0,Inconnu,Inconnu,Ghislaine Toutain-Sorin
0,Meurthe,Inconnu,Patricia Burckhart-Vandevelde
0,Hérault,Inconnu,Guy Malherbe
0,Finistère,Inconnu,Christian Menard
0,Savoie,Inconnu,Auguste Picollet
0,Hautes-Pyrénées,Inconnu,Claude Miqueu
0,Inconnu,Inconnu,Jean-Michel Villaumé
0,Seine,Inconnu,Alain Madelin
0,Inconnu,Inconnu,Jacques Pélissard
0,Basses-Pyrénées,Inconnu,Marie-Françoise Bechtel
0,Morbihan,Inconnu,Jean-Pierre Le Roch
0,Guadeloupe,Inconnu,Patrice Tirolien
0,Meuse,Inconnu,Christian Pierret
0,Inconnu,Inconnu,Jean-Claude Blin
0,Manche,Inconnu,Bernard Cauvin
0,Inconnu,Inconnu,Gilbert Annette
0,Allier,Inconnu,Bernard Coulon
0,Loiret,Inconnu,Michel de Rostolan
0,Aude,Inconnu,Alain Marty
0,La,Inconnu,Bertho Audifax
0,Charente,Inconnu,Chantal Bourragué
0,Inconnu,Inconnu,Gérard Longuet
0,Hérault,Inconnu,Yves Marchand
0,Guadeloupe,Inconnu,Gabrielle Louis-Carabin
0,Corrèze,Corrèze,Bernard Murat
0,Inconnu,Inconnu,Yves Cochet
0,Haut-Rhin,Inconnu,Michel Heinrich
0,Inconnu,Inconnu,René Rouquet
0,Inconnu,Inconnu,Joseph Bossé
0,Loire,Inconnu,Gérard Bapt
0,Isère,Inconnu,Henri Bertholet
0,Isère,Inconnu,André Gérin
0,Haute-Savoie,Inconnu,Claude Birraux
0,Inconnu,Inconnu,André Rouxel
0,Seine,Inconnu,Alain Marleix
0,Inconnu,Inconnu,Jean Rosselot
0,Vaucluse,Inconnu,Jean Pierre Lambertin
0,Ain,Inconnu,Charles Millon
0,Inconnu,Inconnu,Jean-Jack Queyranne
0,Loire,Inconnu,François Rochebloine
0,Nord,Inconnu,Gérard Vignoble
0,Inconnu,Inconnu,Kofi Yamgnane
0,3ème,Inconnu,Jean-Louis Touraine
0,Loire,Rhône,Henry Chabert
0,Inconnu,Inconnu,"Raymond, Joannès Durand"
0,Deux-Sèvres,Inconnu,Michel Hervé
0,Haute-Corse,Inconnu,Michel Castellani
0,Aude,Inconnu,Laurent Cathala
0,Morbihan,Inconnu,Bernard Poignant
0,Seine,Inconnu,Alain Richard
0,Seine-Inférieure,Inconnu,Jean-Pierre Delalande
0,Inconnu,Inconnu,Gérard Voisin
0,Landes,Inconnu,Alain Juppé
0,Inconnu,Inconnu,Bernard Accoyer
0,Inconnu,Inconnu,Dominique Perben
0,Inconnu,Inconnu,Guy Bèche
0,Nord,Inconnu,Marc Laffineur
0,Allier,Inconnu,Jean-Claude Sandrier
0,Inconnu,Inconnu,Michel Fromet
0,Inconnu,Inconnu,Kléber Mesquida
0,Nord,Inconnu,Jean-Pierre Allossery
0,Isère,Inconnu,Alain Moyne-Bressand
0,Hérault,Inconnu,Jean-Claude Martinez
0,Inconnu,Inconnu,José Evrard
0,Moselle,Inconnu,Michel Diefenbacher
0,Somme,Inconnu,Joël Hart
0,Inconnu,Inconnu,Roland Blum
0,Lieu,Inconnu,Gérard Léonard
0,Inconnu,Inconnu,Sylviane Alaux
0,Haute-Savoie,Inconnu,Pierre Hérisson
0,La,Inconnu,Wilfrid Bertile
0,Inconnu,Inconnu,Françoise Gaspard
0,Inconnu,Inconnu,Bernard Depierre
0,Inconnu,Inconnu,François Asensi
0,Basses-Pyrénées,Pyrénées-Atlantiques,Henri Emmanuelli
0,Inconnu,Inconnu,Bertrand Gallet
0,Seine-Inférieure,Inconnu,Patrick Herr
0,Aisne,Inconnu,Daniel Prevost
0,Paris,Inconnu,Pascal Clément
0,Côtes,Inconnu,Danielle Bousquet
0,Martinique,Inconnu,Ernest Chénière
0,Seine,Côtes,Didier Chouat
0,Inconnu,Inconnu,Michel Berson
0,Martinique,Inconnu,Anicet Turinay
0,Haute-Saône,Doubs,Christian Bergelin
0,Nièvre,Inconnu,Edwige Avice
0,Inconnu,Inconnu,Guy Teissier
0,Orne,Inconnu,Catherine Coutelle
0,Pyrénées-Orientales,Inconnu,Fernand Siré
0,Inconnu,Inconnu,Simon Renucci
0,Inconnu,Inconnu,Jean-Jacques Jegou
0,Martinique,Inconnu,Louis-Joseph Manscour
0,Inconnu,Inconnu,Alfred Recours
0,Var,Inconnu,Claude Goasguen
0,Inconnu,Inconnu,Monique Iborra
0,Nord,Inconnu,Jean-Jacques Candelier
0,Meuse,Inconnu,Bruno Bourg-Broc
0,Inconnu,Inconnu,Gérard Hamel
0,Seine,Paris,Alain Chastagnol
0,Nord,Somme,Chantal Leblanc
0,Morbihan,Inconnu,Jean-Yves Le Déaut
0,Inconnu,Inconnu,Daniel Marcovitch
0,Seine,Yvelines,Jean-Pierre Stirbois
0,Finistère,Inconnu,Marie-Renée Oget
0,Drôme,Ardèche,Roger Léron
0,Somme,Inconnu,Pierre Hiard
0,Oise,Oise,Christian Patria
0,Inconnu,Inconnu,Christian Decocq
0,Var,Inconnu,Jean-Claude Paix
0,Inconnu,Inconnu,Pierre-Alain Muet
0,Orne,Inconnu,Jean-Claude Lenoir
0,La,Inconnu,Michel Tamaya
0,Inconnu,Inconnu,Jean-Claude Ramos
0,Haute-Loire,Inconnu,Jacky Darne
0,Dordogne,Inconnu,Patrick Ollier
0,Seine,Inconnu,Jean-Claude Lefort
0,Côtes,Inconnu,Jean-Pierre Fourré
0,Inconnu,Inconnu,Michel Margnes
0,Etablissements,Inconnu,Emile Vernaudon
0,Inconnu,Inconnu,Pierre Albertini
0,Ariège,Inconnu,Henri Nayrou
0,Seine,Alpes-Maritimes,Marie-France Stirbois
0,Corrèze,Inconnu,Jean-Pierre Bechter
0,Seine,Inconnu,Jean-Michel Belorgey
0,Rhône,Inconnu,Alain Brune
0,Sarthe,Inconnu,Bruno Durieux
0,Loire,Inconnu,Guy Chambefort
0,Dordogne,Dordogne,Michel Debet
0,Nord,Inconnu,Dominique Dupilet
0,Lieu,Inconnu,Roland Bernard
0,Var,Var,Guy Menut
0,Ain,Inconnu,Michel Voisin
0,Haute-Garonne,Inconnu,Bernard Debré
0,Haute-Garonne,Inconnu,Jean-Louis Debré
0,Gard,Inconnu,Max Roustan
0,Deux-Sèvres,Inconnu,Guy-Michel Chauveau
0,Inconnu,Inconnu,"Bernard, Sauveur Angels"
0,Martinique,Inconnu,Alfred Almont
0,Hérault,Inconnu,Jean-Claude Gayssot
0,Hautes-Pyrénées,Inconnu,Gérard Trémège
0,Inconnu,Inconnu,Patrick Devedjian
0,Polynésie,Inconnu,Jonas Tahuaitu
0,Haute-Savoie,Inconnu,Claude Gaillard
0,Drôme,Inconnu,Michel Vauzelle
0,Tarn,Tarn,Jean-Pierre Gabarrou
0,Orne,Inconnu,Françoise Gastebois
0,Allier,Inconnu,Marcel Charmant
0,Inconnu,Inconnu,Alain Barres
